2024-03-29 13:55:51.589702,0,0
2024-03-29 13:55:51.593543,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.603839,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.614074,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.641499,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.642497,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.645108,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.659747,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.670205,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.676420,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.686880,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.697829,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.707222,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.718646,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.728852,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.739077,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.752072,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.760061,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.769775,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.780755,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.791195,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.801753,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.811743,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.822283,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.832671,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.843000,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.853798,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.863828,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.875171,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.883976,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.894549,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.904973,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.915900,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.926994,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.935984,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.947133,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.956749,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.968077,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.978458,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.989025,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:51.999135,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.009871,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.020357,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.030456,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.040770,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.052387,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.061501,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.072380,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.082661,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.093246,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.103827,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.114262,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.124278,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.134828,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.144547,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.155480,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.165446,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.176845,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.186260,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.197221,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.207187,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.218156,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.228634,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.238650,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.248933,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.259829,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.270232,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.280297,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.290528,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.301197,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.311701,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.322524,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.332958,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.342479,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.353829,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.363713,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.374726,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.384694,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.395231,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.405867,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.415610,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.426544,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.437038,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.446570,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.458145,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.467572,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.478356,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.489134,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.499525,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.509203,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.520285,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.530366,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.540279,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.550984,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.562021,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.572372,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.582157,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.593089,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.603731,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.614246,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.624001,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.634659,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.645035,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.655194,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.665697,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.676702,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.687053,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.697871,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.707123,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.718499,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.728761,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.738383,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.748736,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.759919,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.769866,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.781007,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.791333,1,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.805642,0,0,1,0,0,1,0,0,0
2024-03-29 13:55:52.811327,0,0,1,0,0,1,0,0,0
